task_id,name,a_dur,m_dur,b_dur,a_cost,m_cost,b_cost,dist_type,is_critical
T66,Task 66,5.884264748424236,6.800289733407649,8.256755623392237,3382.8929254756913,4248.7699042459035,5934.27463777845,beta,False
T67,Task 67,2.268318024772864,5.396029218191244,5.522315006365541,6538.0551860160795,8879.296997884969,11755.258304233683,triangular,False
T68,Task 68,8.219772826786357,14.97813755516923,15.684686877966598,9907.588148471319,12963.571490658642,15996.198950075424,uniform,True
T69,Task 69,1.6709557931179373,2.942879418127084,8.167284783590084,2023.9770466669413,2328.8018388860014,3067.487332888889,triangular,False
T70,Task 70,9.881982429404657,10.471014834259863,18.374216534346434,10490.579775690016,14226.815357932655,19598.773785243513,triangular,False
T71,Task 71,7.9502029236699165,8.612932053330493,14.52633184667335,4342.719940396778,5543.014130018881,8119.700038138608,beta,False
T72,Task 72,2.7884411338075514,2.8919973366700984,8.471527167162268,4746.294704033143,5286.542903840491,7043.1833211992835,triangular,False
T73,Task 73,1.0496990541124216,1.138168278330514,1.9864467323933463,1225.5722022236603,1639.9564630715229,1956.590321752311,point,False
T74,Task 74,8.339152856093508,10.85067669791179,12.016310886687844,15193.615141842633,17199.673880005823,24056.8235625379,triangular,True
T75,Task 75,7.361716094628554,7.550510075865702,10.01373977144581,3497.5421474221916,3957.930644432519,5585.0660404237515,triangular,False
T76,Task 76,7.561064512368886,8.339332015188818,10.000960946159722,8335.695603783293,11605.413212251762,13696.250560845023,triangular,False
T77,Task 77,7.941433120173512,16.162159070403852,17.671538667697966,17106.6144887295,21579.355806484786,30820.27660795635,triangular,True
T78,Task 78,1.6664018656068134,1.7578833154702556,5.597379112274417,1039.0477344469582,1298.0904171477737,1669.3104506680286,triangular,False
T79,Task 79,4.226191556898454,11.49162959883636,13.146657108669586,6395.034140277894,8384.359292893636,11837.932766012638,beta,True
T80,Task 80,2.0428215357261674,3.821715888538684,8.354207795698796,4184.464648729155,5898.0323208467635,7048.0972397266205,beta,False
T81,Task 81,8.767930832880342,9.70711823962777,16.716043868296826,7105.471657040892,9495.014207382597,11707.657382546646,triangular,False
T82,Task 82,6.609683141448022,10.111742576017903,11.636054072499942,11183.110790939669,15551.40953601214,23039.08427978116,point,False
T83,Task 83,3.9780822236738422,7.606477938826603,9.747121069937434,7572.6437914899025,10128.594907363151,13806.5513580562,beta,False
T84,Task 84,1.5720251525742128,5.893730077503604,6.497202090762852,5501.410713933085,6385.419584809611,8998.021237510455,triangular,False
T85,Task 85,3.79884089544096,5.234015563801939,5.751270773421405,8684.69206028626,9880.244555728628,13588.791754065049,beta,False
T86,Task 86,3.9266498982407234,9.731414875528884,11.151171050855776,12154.436064289233,17151.667330128577,20268.496568546117,triangular,False
T87,Task 87,7.566455605042576,8.358330737351004,10.374179229451132,6584.999271056856,8660.035969269173,11156.51216294703,triangular,False
T88,Task 88,6.738017242196918,6.78116338209852,6.981176906511456,3435.6951494644827,3833.982948178451,5458.002720464051,beta,False
T89,Task 89,8.98491468318694,13.829924954021074,15.439637642258615,10694.461250190105,13237.341852496133,18135.344332682733,beta,True
T90,Task 90,5.249934326457543,6.678924814865886,7.021041120528032,6048.047791409518,7328.64075526239,8079.175314175358,beta,False
T91,Task 91,2.0763482134447155,11.391638849847071,11.480934056973858,12438.918894551685,17741.774025692273,20136.258795558402,triangular,True
T92,Task 92,7.419203085006955,11.35528101882926,16.95848885503283,18036.898344610487,22631.503426372004,28034.04812851356,beta,True
T93,Task 93,7.847065437552077,11.250526429650009,16.995709339756562,10441.295276888386,11631.607620014422,17188.564144698514,beta,True
T94,Task 94,6.051494778125466,8.925454902222855,9.75308178067991,11371.233298811487,14671.856635207208,19021.712825702954,beta,False
T95,Task 95,7.938704619591049,7.991381315924762,8.093270784879724,7989.845508075962,11106.145050042176,13417.006281110504,triangular,False
T96,Task 96,5.444160367279517,14.084553393502484,14.72734599315677,17159.615642264143,21655.74307101277,26943.41476418938,beta,True
T97,Task 97,5.704595464437946,9.380182794964169,9.98643694761109,6084.410498440452,6816.496090025429,8072.510823858314,beta,False
T98,Task 98,4.847869165226946,8.994760604257081,14.514417355663642,7590.746897820355,9879.075447806563,12531.409849948417,triangular,False
T99,Task 99,1.2287721406968566,8.464315752119111,10.864971911589384,6267.982756125225,7290.178429698853,8655.003175994132,beta,False
T100,Task 100,1.97102284293974,8.407344904437258,10.501117397613342,7338.132584573269,8535.002206629903,12275.902233730198,normal,False
T101,Task 101,1.282862671180608,1.5865097604273044,4.227351591876465,1493.9635864349016,2014.379117693798,2583.4578161539634,beta,False
T102,Task 102,6.727693701374023,10.203404444427688,10.578670987393275,12070.224283327909,15304.46206907689,18547.79602718514,triangular,False
T103,Task 103,3.82920382968694,8.129592055299586,12.34057054485551,4515.992540224893,5356.2851957098255,7890.6472049374315,beta,False
T104,Task 104,5.577136220482325,8.196361793834743,8.746356272045102,4463.8383568776535,5707.4744558608045,6995.882829848448,beta,False
T105,Task 105,9.168098265334836,9.710559124879502,10.863025732195762,7046.27780439004,9545.197136702349,13973.07916531347,triangular,False
T106,Task 106,3.2436300623398746,8.229914704214494,8.811642686923376,10973.84976722621,12281.884445277388,13723.375280257722,normal,False
T107,Task 107,4.693446307320667,8.33697640390444,14.054994048928478,12248.400975498165,14754.441840712561,20403.12123734837,triangular,False
T108,Task 108,7.799960246887438,7.875393530450101,14.760258213637169,9144.22025713166,10473.375736054106,13547.893997806634,beta,False
T109,Task 109,3.059183489424602,8.220414577978474,8.75979519031825,10326.237081387284,14646.13781594385,18713.200751520013,triangular,False
T110,Task 110,1.6928191884591368,1.7815283802397557,2.6645841261668224,1445.86156473532,1919.163413985557,2138.963928805682,triangular,False
T111,Task 111,3.607763076223912,5.571565023240961,9.75783534321561,4348.881827491968,5433.28906267671,6065.035382517028,beta,False
T112,Task 112,2.45099158528604,11.857116668448832,12.351530086328673,8725.54749991352,12229.39471922548,15080.084322068222,triangular,True
T113,Task 113,9.367278871083158,10.69892753163865,10.7681190234484,7274.267491699913,8095.051904787629,11971.34982950209,beta,True
T114,Task 114,8.273083416079754,11.245382028111136,13.45637993971712,14653.077947580749,19608.22349301672,26413.531791900976,beta,True
T115,Task 115,6.700633808593811,12.244203366591933,15.474364527873366,9563.48394672901,12342.23375086207,15397.552934283573,normal,True
T116,Task 116,8.84314531168946,12.165089006228886,16.250831489231505,12005.16557605558,16161.991198609068,21734.497326052464,beta,True
T117,Task 117,8.23304869209203,10.27677392512124,15.20320610204471,10136.243011789884,14056.850925262821,16621.560128411842,triangular,False
T118,Task 118,2.6791305299743224,4.987946650906574,9.703971369845416,4774.619450449957,6396.041940890262,7457.954891523965,triangular,False
T119,Task 119,9.0330309864098,11.450675326326468,12.627942498607352,4387.050280733127,5771.507895208353,7183.951166583962,beta,True
T120,Task 120,5.854080177240856,8.062990433993244,8.78999861988579,13217.832361841563,15985.024708734252,23103.817042304607,triangular,False
T121,Task 121,8.266961396476564,14.67369469130186,16.3605729512617,20618.246045971908,27263.906154551867,35545.60912578431,triangular,True
T122,Task 122,9.06482169931144,15.461624040907104,17.16595564610325,9691.528775290792,12546.393455294863,15291.050095993493,triangular,True
T123,Task 123,3.862031274746775,4.652854147137613,12.532754460547812,3062.6464798397656,4367.792939526425,6464.773168979286,triangular,False
T124,Task 124,1.9904673207490908,6.505714043366336,11.122872846313804,6438.287983233075,8327.413054988268,11878.109027495575,point,False
T125,Task 125,3.051416462877475,3.345738807101194,8.164840451486853,5001.38063699194,6199.209223665666,7620.00336412202,triangular,False
T126,Task 126,4.843970097636307,7.599946986502287,9.859133044508305,10995.779217660767,15013.287362674288,22352.372219085424,normal,False
T127,Task 127,8.362132893302437,11.886849599433935,16.34508468297019,8633.677105569272,10535.470472907995,15749.900855232945,beta,True
T128,Task 128,8.74657524930709,14.516332249241572,15.24621455708474,14828.799435292995,19546.801187060963,24696.680660729646,normal,True
T129,Task 129,1.0625691747807164,3.525876330221021,8.08223794735775,4983.951906667069,6030.845839053836,8216.238869276916,normal,False
T130,Task 130,5.596725723198092,6.528336458256535,13.5546524175591,5025.562786969217,7126.038831025012,8994.922891764692,point,False
T131,Task 131,4.7566990283390105,6.02933263696404,13.656752446514671,8447.424994119026,9626.490091014974,11580.082696057705,beta,False
T132,Task 132,2.9989702942365724,5.572839348351164,6.37892186275193,2906.3092357682776,4132.837286292486,4682.757039395377,normal,False
T133,Task 133,2.0787883060031453,4.400709961959837,5.834617832402586,4472.478287108198,6165.605238380347,7432.2926945845265,beta,False
T134,Task 134,4.038536542632651,4.133573595271849,4.978355941041341,6360.53278804887,7435.458490526031,8986.435212292954,beta,False
T135,Task 135,9.486187335212673,9.97256029220186,15.268988745174411,13969.850651075474,19698.62296579971,24809.541634424306,beta,False
T136,Task 136,3.908826388186797,4.160770632646479,4.268249126154218,2169.270366626028,2575.7195910856753,3023.7773790862275,beta,False
T137,Task 137,5.669115595690295,6.007898711255576,10.325095777014896,6137.9861971548435,6864.149915096295,10169.425911457263,triangular,False
T138,Task 138,7.3271706300566,11.786950146600226,12.753616977132369,8314.835848628518,9509.879805775307,10852.217924115537,beta,True
T139,Task 139,4.272666421413646,6.296341742166552,7.13807894269649,6234.586633351636,7404.212889778103,9996.305010702143,beta,False
T140,Task 140,9.746038744488644,10.226674397588312,15.654371350178751,12052.276311838319,13516.036754996667,17255.63968306383,triangular,False
T141,Task 141,9.662025654479,9.68790136931756,9.967028153869496,4873.094790078292,6200.160632437314,7870.528669437577,triangular,False
T142,Task 142,3.2660406624282774,3.63453267448135,3.6395225499204216,3004.7726879143024,3435.691619625277,4290.480402052769,triangular,False
T143,Task 143,5.475236553031469,8.55399021730668,13.701242159628052,12476.965061086203,16178.81488263732,23416.017553201404,triangular,False
T144,Task 144,3.707904788350927,5.042923115211638,7.309811202463556,6047.180807583645,6825.624662412329,8273.959367190286,triangular,False
T145,Task 145,3.5635644493972087,4.596311746386892,4.834169575916056,3978.457910680957,5451.768078927551,6041.815462046524,beta,False
T146,Task 146,1.3319825261907952,6.278924377543015,6.554415126738839,9090.036999029333,10236.46125787331,15019.333197594437,triangular,False
T147,Task 147,6.486079005819072,14.078223630738895,14.18601453680518,19675.09278582245,22705.26373058951,32827.09118052924,beta,True
T148,Task 148,5.524111209059753,7.150059749422671,7.682321484028185,3560.326678015651,4096.044355819868,4959.329597095594,beta,False
T149,Task 149,1.463308761249904,3.806993883878024,7.692213519439907,4312.83578736965,5950.5069168952405,7791.564119471386,triangular,False
T150,Task 150,3.507818178129503,3.5790839230834446,4.361292828067183,5157.579844913302,6295.125522067576,7199.327632176311,triangular,False
